OrderID,OrderDate,Region,State,City,Channel,Segment,Category,Product,Units,UnitPrice,Revenue,Cost,Profit
SO-2506-10420,2025-06-19,Northeast,PA,Philadelphia,Partner,Consumer,Technology,Keyboard,6,35.65,213.9,138.03,75.87
SO-2501-10421,2025-01-28,Northeast,MA,Boston,In-Store,Consumer,Technology,Laptop Stand,3,33.88,101.64,72.85,28.79
SO-2504-10422,2025-04-28,West,AZ,Phoenix,In-Store,Corporate,Office Supplies,Paper,2,6.15,12.3,7.46,4.84
SO-2408-10423,2024-08-24,South,GA,Atlanta,In-Store,Corporate,Technology,Laptop Stand,4,26.33,105.32,72.28,33.04
SO-2402-10424,2024-02-28,South,GA,Atlanta,Online,Small Business,Office Supplies,Paper,4,6.5,26.0,16.03,9.97
SO-2404-10425,2024-04-22,Northeast,NJ,Newark,Online,Corporate,Furniture,Standing Desk,3,305.65,916.95,665.57,251.38
SO-2504-10426,2025-04-24,South,AL,Birmingham,In-Store,Small Business,Furniture,Standing Desk,2,300.93,601.86,397.92,203.94
SO-2512-10427,2025-12-21,Northeast,NY,New York,In-Store,Corporate,Technology,Monitor,6,158.28,949.68,704.69,244.99
SO-2512-10428,2025-12-04,Midwest,OH,Columbus,Partner,Consumer,Furniture,Desk Chair,5,134.96,674.8,465.21,209.59
SO-2402-10429,2024-02-12,Northeast,NJ,Newark,In-Store,Small Business,Furniture,Standing Desk,1,313.59,313.59,232.29,81.3
SO-2503-10430,2025-03-25,Northeast,MA,Boston,Online,Consumer,Office Supplies,Stapler,3,14.55,43.65,24.54,19.11
SO-2505-10431,2025-05-10,Midwest,MI,Detroit,Online,Consumer,Furniture,Standing Desk,1,339.54,339.54,197.66,141.88
SO-2504-10432,2025-04-26,West,AZ,Phoenix,Online,Corporate,Furniture,Filing Cabinet,2,168.27,336.54,206.2,130.34
SO-2508-10433,2025-08-05,West,AZ,Phoenix,In-Store,Consumer,Office Supplies,Binders,2,8.59,17.18,9.91,7.27
SO-2409-10434,2024-09-24,Northeast,NY,New York,Online,Small Business,Office Supplies,Binders,4,10.31,41.24,25.62,15.62
SO-2402-10435,2024-02-28,South,FL,Miami,Online,Consumer,Technology,Keyboard,4,44.91,179.64,112.16,67.48
SO-2406-10436,2024-06-03,West,WA,Seattle,Partner,Corporate,Office Supplies,Stapler,4,14.12,56.48,33.21,23.27
SO-2410-10437,2024-10-22,West,CA,Los Angeles,Online,Consumer,Office Supplies,Stapler,4,14.61,58.44,33.05,25.39
SO-2404-10438,2024-04-29,West,CA,Los Angeles,In-Store,Consumer,Furniture,Filing Cabinet,5,176.73,883.65,589.55,294.1
SO-2512-10439,2025-12-09,West,AZ,Phoenix,In-Store,Small Business,Furniture,Standing Desk,3,294.23,882.69,569.28,313.41
SO-2504-10440,2025-04-28,Northeast,NJ,Newark,Online,Small Business,Technology,Monitor,2,189.57,379.14,278.07,101.07
SO-2504-10441,2025-04-21,Midwest,IL,Chicago,In-Store,Consumer,Technology,Laptop Stand,3,28.55,85.65,66.13,19.52
SO-2512-10442,2025-12-26,West,CA,Los Angeles,In-Store,Corporate,Office Supplies,Stapler,3,12.6,37.8,21.55,16.25
SO-2502-10443,2025-02-19,West,AZ,Phoenix,Partner,Corporate,Office Supplies,Pens,2,4.68,9.36,6.38,2.98
SO-2503-10444,2025-03-23,South,TN,Nashville,In-Store,Consumer,Furniture,Filing Cabinet,2,181.22,362.44,253.62,108.82
SO-2507-10445,2025-07-17,West,CA,Los Angeles,Partner,Consumer,Furniture,Standing Desk,3,290.45,871.35,548.66,322.69
SO-2511-10446,2025-11-12,Northeast,MA,Boston,Partner,Consumer,Technology,Monitor,3,188.02,564.06,345.01,219.05
SO-2406-10447,2024-06-26,Northeast,NY,New York,Online,Small Business,Furniture,Filing Cabinet,1,170.82,170.82,99.21,71.61
SO-2401-10448,2024-01-25,Northeast,NY,New York,Online,Consumer,Office Supplies,Pens,1,4.05,4.05,2.77,1.28
SO-2505-10449,2025-05-05,South,AL,Birmingham,In-Store,Corporate,Office Supplies,Stapler,1,12.35,12.35,7.76,4.59
SO-2405-10450,2024-05-14,South,GA,Atlanta,Partner,Corporate,Technology,Keyboard,1,37.18,37.18,22.66,14.52
SO-2512-10451,2025-12-10,Midwest,MN,Minneapolis,In-Store,Corporate,Office Supplies,Pens,2,4.63,9.26,6.47,2.79
SO-2407-10452,2024-07-14,Midwest,IL,Chicago,Partner,Corporate,Office Supplies,Binders,2,10.88,21.76,14.59,7.17
SO-2508-10453,2025-08-19,West,WA,Seattle,Online,Consumer,Furniture,Desk Chair,2,142.66,285.32,166.12,119.2
SO-2401-10454,2024-01-25,West,WA,Seattle,Online,Small Business,Technology,Laptop Stand,6,30.19,181.14,110.55,70.59
SO-2511-10455,2025-11-09,Midwest,OH,Columbus,In-Store,Consumer,Furniture,Filing Cabinet,4,165.5,662.0,418.98,243.02
SO-2411-10456,2024-11-13,Northeast,NY,New York,In-Store,Corporate,Office Supplies,Stapler,1,14.05,14.05,9.47,4.58
SO-2510-10457,2025-10-06,Midwest,IL,Chicago,Online,Corporate,Furniture,Bookshelf,2,78.9,157.8,95.58,62.22
SO-2505-10458,2025-05-02,South,AL,Birmingham,Partner,Corporate,Technology,Mouse,6,21.7,130.2,98.51,31.69
SO-2506-10459,2025-06-09,South,GA,Atlanta,Online,Corporate,Furniture,Desk Chair,4,134.82,539.28,386.45,152.83
SO-2411-10460,2024-11-18,Midwest,MN,Minneapolis,Partner,Consumer,Furniture,Filing Cabinet,4,172.96,691.84,510.36,181.48
SO-2403-10461,2024-03-05,South,TN,Nashville,In-Store,Small Business,Office Supplies,Binders,2,8.89,17.78,12.07,5.71
SO-2405-10462,2024-05-28,South,FL,Miami,In-Store,Small Business,Furniture,Desk Chair,1,143.73,143.73,96.06,47.67
SO-2411-10463,2024-11-19,South,GA,Atlanta,Online,Small Business,Office Supplies,Binders,2,11.22,22.44,14.6,7.84
SO-2409-10464,2024-09-05,West,WA,Seattle,In-Store,Small Business,Office Supplies,Pens,7,4.34,30.38,20.39,9.99
SO-2504-10465,2025-04-21,South,GA,Atlanta,In-Store,Small Business,Technology,Laptop Stand,4,29.75,119.0,84.34,34.66
SO-2409-10466,2024-09-10,Northeast,MA,Boston,Online,Corporate,Furniture,Standing Desk,2,337.38,674.76,450.21,224.55
SO-2511-10467,2025-11-06,West,WA,Seattle,In-Store,Consumer,Furniture,Bookshelf,6,84.95,509.7,354.77,154.93
SO-2411-10468,2024-11-30,South,AL,Birmingham,Online,Corporate,Furniture,Bookshelf,7,76.77,537.39,393.85,143.54
SO-2401-10469,2024-01-13,Midwest,MI,Detroit,Partner,Corporate,Technology,Monitor,6,186.35,1118.1,728.01,390.09
SO-2501-10470,2025-01-24,Northeast,NY,New York,In-Store,Corporate,Furniture,Standing Desk,2,322.92,645.84,446.6,199.24
SO-2411-10471,2024-11-23,Northeast,MA,Boston,Online,Small Business,Furniture,Bookshelf,2,94.6,189.2,115.29,73.91
SO-2412-10472,2024-12-14,South,TN,Nashville,In-Store,Consumer,Technology,Laptop Stand,6,32.54,195.24,147.71,47.53
SO-2509-10473,2025-09-21,South,GA,Atlanta,Online,Corporate,Office Supplies,Binders,1,11.15,11.15,7.64,3.51
SO-2508-10474,2025-08-13,South,AL,Birmingham,In-Store,Corporate,Technology,Laptop Stand,5,28.29,141.45,94.5,46.95
SO-2506-10475,2025-06-14,Midwest,MI,Detroit,Online,Corporate,Furniture,Bookshelf,2,91.97,183.94,132.61,51.33
SO-2512-10476,2025-12-13,West,CO,Denver,Online,Small Business,Office Supplies,Pens,2,4.1,8.2,4.96,3.24
SO-2410-10477,2024-10-24,South,TN,Nashville,Partner,Small Business,Furniture,Filing Cabinet,4,137.13,548.52,335.28,213.24
SO-2501-10478,2025-01-24,Midwest,IL,Chicago,Partner,Small Business,Office Supplies,Paper,6,6.4,38.4,26.21,12.19
SO-2507-10479,2025-07-13,South,TN,Nashville,Partner,Consumer,Office Supplies,Binders,3,9.4,28.2,16.9,11.3
SO-2508-10480,2025-08-05,Northeast,NJ,Newark,In-Store,Consumer,Furniture,Standing Desk,2,271.49,542.98,385.04,157.94
SO-2408-10481,2024-08-08,South,AL,Birmingham,Partner,Corporate,Furniture,Desk Chair,5,145.64,728.2,510.56,217.64
SO-2409-10482,2024-09-22,Northeast,MA,Boston,Partner,Corporate,Office Supplies,Pens,3,4.67,14.01,9.39,4.62
SO-2406-10483,2024-06-18,Northeast,NJ,Newark,Partner,Consumer,Office Supplies,Stapler,7,11.25,78.75,52.45,26.3
SO-2404-10484,2024-04-22,Midwest,OH,Columbus,Partner,Corporate,Furniture,Standing Desk,3,275.88,827.64,617.36,210.28
SO-2507-10485,2025-07-26,Northeast,PA,Philadelphia,Partner,Corporate,Technology,Mouse,3,19.92,59.76,45.21,14.55
SO-2409-10486,2024-09-08,Northeast,PA,Philadelphia,Online,Consumer,Technology,Keyboard,2,41.65,83.3,55.02,28.28
SO-2407-10487,2024-07-16,Northeast,NJ,Newark,Partner,Corporate,Technology,Laptop Stand,2,28.22,56.44,36.08,20.36
SO-2410-10488,2024-10-10,South,FL,Miami,In-Store,Small Business,Office Supplies,Stapler,3,12.91,38.73,23.86,14.87
SO-2403-10489,2024-03-12,Northeast,NJ,Newark,In-Store,Consumer,Furniture,Standing Desk,1,300.01,300.01,193.56,106.45
SO-2508-10490,2025-08-09,Midwest,MN,Minneapolis,Partner,Consumer,Technology,Monitor,2,191.06,382.12,273.67,108.45
SO-2401-10491,2024-01-05,South,TN,Nashville,Partner,Consumer,Technology,Laptop Stand,2,34.06,68.12,42.79,25.33
SO-2407-10492,2024-07-05,Midwest,MN,Minneapolis,In-Store,Consumer,Technology,Keyboard,1,38.07,38.07,26.61,11.46
SO-2401-10493,2024-01-21,Northeast,NY,New York,In-Store,Small Business,Furniture,Bookshelf,3,98.27,294.81,197.12,97.69
SO-2401-10494,2024-01-18,Midwest,MN,Minneapolis,In-Store,Corporate,Office Supplies,Binders,2,9.25,18.5,11.87,6.63
SO-2512-10495,2025-12-07,South,FL,Miami,In-Store,Consumer,Furniture,Desk Chair,1,121.25,121.25,73.63,47.62
SO-2503-10496,2025-03-23,South,AL,Birmingham,In-Store,Consumer,Office Supplies,Paper,3,7.49,22.47,12.83,9.64
SO-2505-10497,2025-05-23,South,AL,Birmingham,Partner,Corporate,Furniture,Desk Chair,3,140.63,421.89,247.56,174.33
SO-2405-10498,2024-05-07,West,CA,Los Angeles,Online,Consumer,Furniture,Standing Desk,3,308.72,926.16,545.98,380.18
SO-2407-10499,2024-07-21,Midwest,OH,Columbus,In-Store,Consumer,Office Supplies,Stapler,2,11.67,23.34,13.47,9.87
SO-2512-10500,2025-12-23,West,AZ,Phoenix,Online,Consumer,Technology,Laptop Stand,4,27.77,111.08,86.13,24.95
SO-2507-10501,2025-07-14,Northeast,MA,Boston,Partner,Consumer,Technology,Mouse,3,19.66,58.98,45.0,13.98
SO-2507-10502,2025-07-28,West,CO,Denver,Partner,Consumer,Office Supplies,Binders,4,10.47,41.88,26.25,15.63
SO-2512-10503,2025-12-19,West,WA,Seattle,Partner,Consumer,Furniture,Filing Cabinet,1,143.51,143.51,105.75,37.76
SO-2508-10504,2025-08-16,Midwest,MN,Minneapolis,Partner,Consumer,Furniture,Standing Desk,1,306.28,306.28,227.62,78.66
SO-2401-10505,2024-01-05,Midwest,MN,Minneapolis,Partner,Small Business,Office Supplies,Binders,2,11.47,22.94,13.34,9.6
SO-2410-10506,2024-10-08,Midwest,MI,Detroit,Online,Corporate,Furniture,Bookshelf,1,98.12,98.12,66.02,32.1
SO-2401-10507,2024-01-05,South,AL,Birmingham,Online,Small Business,Technology,Mouse,6,20.43,122.58,86.49,36.09
SO-2409-10508,2024-09-19,Northeast,NY,New York,Online,Small Business,Technology,Monitor,3,200.32,600.96,407.67,193.29
SO-2410-10509,2024-10-11,West,AZ,Phoenix,In-Store,Consumer,Office Supplies,Paper,2,6.98,13.96,9.19,4.77
SO-2405-10510,2024-05-28,West,AZ,Phoenix,Partner,Corporate,Technology,Monitor,3,174.66,523.98,358.98,165.0
SO-2401-10511,2024-01-27,South,AL,Birmingham,Online,Consumer,Technology,Laptop Stand,6,33.21,199.26,137.72,61.54
SO-2509-10512,2025-09-15,South,AL,Birmingham,Online,Consumer,Technology,Laptop Stand,2,33.37,66.74,43.54,23.2
SO-2408-10513,2024-08-17,South,AL,Birmingham,In-Store,Corporate,Furniture,Bookshelf,3,85.57,256.71,169.57,87.14
SO-2503-10514,2025-03-30,South,AL,Birmingham,Online,Consumer,Office Supplies,Binders,5,11.4,57.0,37.94,19.06
SO-2407-10515,2024-07-19,West,CO,Denver,In-Store,Consumer,Technology,Mouse,1,21.46,21.46,14.67,6.79
SO-2507-10516,2025-07-30,South,FL,Miami,In-Store,Consumer,Technology,Keyboard,4,44.97,179.88,123.13,56.75
SO-2405-10517,2024-05-23,West,AZ,Phoenix,In-Store,Small Business,Office Supplies,Binders,1,11.15,11.15,6.75,4.4
SO-2410-10518,2024-10-18,Midwest,MI,Detroit,In-Store,Small Business,Technology,Keyboard,5,37.76,188.8,120.23,68.57
SO-2509-10519,2025-09-11,Midwest,MI,Detroit,Online,Corporate,Technology,Keyboard,4,40.51,162.04,116.76,45.28
SO-2511-10520,2025-11-09,Midwest,OH,Columbus,Online,Consumer,Furniture,Desk Chair,3,126.89,380.67,254.11,126.56
SO-2503-10521,2025-03-12,South,FL,Miami,Online,Corporate,Office Supplies,Pens,8,4.73,37.84,24.86,12.98
SO-2508-10522,2025-08-09,Midwest,IL,Chicago,Online,Consumer,Furniture,Filing Cabinet,5,152.79,763.95,466.56,297.39
SO-2501-10523,2025-01-28,Northeast,NY,New York,In-Store,Small Business,Office Supplies,Paper,3,6.5,19.5,13.3,6.2
SO-2501-10524,2025-01-07,South,GA,Atlanta,Partner,Consumer,Furniture,Filing Cabinet,1,141.3,141.3,85.51,55.79
SO-2501-10525,2025-01-13,South,GA,Atlanta,In-Store,Small Business,Technology,Laptop Stand,2,26.94,53.88,37.67,16.21
SO-2505-10526,2025-05-29,Northeast,MA,Boston,Partner,Small Business,Office Supplies,Pens,3,4.02,12.06,7.7,4.36
SO-2408-10527,2024-08-30,South,TN,Nashville,Online,Consumer,Technology,Laptop Stand,2,30.38,60.76,37.09,23.67
SO-2511-10528,2025-11-17,Midwest,OH,Columbus,Online,Corporate,Office Supplies,Stapler,1,13.34,13.34,8.2,5.14
SO-2412-10529,2024-12-12,Northeast,NY,New York,Partner,Consumer,Furniture,Standing Desk,2,272.83,545.66,386.47,159.19
SO-2404-10530,2024-04-18,West,AZ,Phoenix,Partner,Small Business,Office Supplies,Stapler,5,11.99,59.95,34.36,25.59
SO-2510-10531,2025-10-02,West,WA,Seattle,Online,Corporate,Furniture,Desk Chair,6,129.9,779.4,550.39,229.01
SO-2408-10532,2024-08-22,South,FL,Miami,Partner,Consumer,Office Supplies,Paper,1,7.03,7.03,4.66,2.37
SO-2502-10533,2025-02-11,West,AZ,Phoenix,Online,Consumer,Furniture,Filing Cabinet,2,140.38,280.76,173.47,107.29
SO-2408-10534,2024-08-15,West,CA,Los Angeles,Online,Corporate,Furniture,Bookshelf,3,103.32,309.96,215.12,94.84
SO-2510-10535,2025-10-05,West,CO,Denver,Online,Corporate,Office Supplies,Pens,3,3.93,11.79,6.59,5.2
SO-2508-10536,2025-08-26,West,AZ,Phoenix,In-Store,Consumer,Office Supplies,Paper,2,7.35,14.7,9.18,5.52
SO-2402-10537,2024-02-16,Northeast,NY,New York,Partner,Consumer,Technology,Laptop Stand,2,26.63,53.26,38.64,14.62
SO-2501-10538,2025-01-10,South,FL,Miami,In-Store,Small Business,Office Supplies,Paper,2,6.4,12.8,8.86,3.94
SO-2408-10539,2024-08-28,Midwest,OH,Columbus,Partner,Consumer,Technology,Laptop Stand,3,27.11,81.33,56.76,24.57
SO-2403-10540,2024-03-27,Midwest,IL,Chicago,In-Store,Small Business,Office Supplies,Stapler,2,11.4,22.8,13.3,9.5
SO-2412-10541,2024-12-29,Midwest,MN,Minneapolis,Partner,Small Business,Furniture,Standing Desk,3,282.99,848.97,510.64,338.33
SO-2506-10542,2025-06-28,Northeast,PA,Philadelphia,In-Store,Corporate,Furniture,Standing Desk,8,300.34,2402.72,1469.32,933.4
SO-2410-10543,2024-10-24,South,TN,Nashville,In-Store,Corporate,Technology,Laptop Stand,2,27.73,55.46,38.38,17.08
SO-2411-10544,2024-11-09,South,FL,Miami,In-Store,Corporate,Technology,Monitor,4,192.47,769.88,524.57,245.31
SO-2409-10545,2024-09-18,South,FL,Miami,Partner,Corporate,Furniture,Standing Desk,3,329.33,987.99,696.49,291.5
SO-2511-10546,2025-11-17,South,FL,Miami,In-Store,Consumer,Furniture,Desk Chair,1,123.82,123.82,84.62,39.2
SO-2407-10547,2024-07-20,Midwest,MI,Detroit,In-Store,Corporate,Technology,Mouse,4,21.31,85.24,54.0,31.24
SO-2510-10548,2025-10-18,South,AL,Birmingham,Online,Small Business,Technology,Laptop Stand,1,33.3,33.3,22.5,10.8
SO-2402-10549,2024-02-25,Northeast,PA,Philadelphia,In-Store,Corporate,Technology,Mouse,1,22.52,22.52,14.86,7.66
SO-2409-10550,2024-09-18,Northeast,MA,Boston,Online,Corporate,Technology,Mouse,6,17.66,105.96,73.31,32.65
SO-2402-10551,2024-02-05,West,WA,Seattle,Partner,Small Business,Technology,Mouse,3,21.4,64.2,42.23,21.97
SO-2408-10552,2024-08-26,Northeast,MA,Boston,In-Store,Small Business,Office Supplies,Pens,1,4.21,4.21,2.44,1.77
SO-2408-10553,2024-08-31,Midwest,IL,Chicago,Online,Corporate,Office Supplies,Binders,2,10.04,20.08,13.61,6.47
SO-2503-10554,2025-03-08,Midwest,MN,Minneapolis,Online,Corporate,Technology,Mouse,4,22.4,89.6,69.67,19.93
SO-2505-10555,2025-05-05,Northeast,NJ,Newark,In-Store,Consumer,Furniture,Desk Chair,2,130.76,261.52,172.55,88.97
SO-2501-10556,2025-01-31,South,TN,Nashville,Online,Consumer,Technology,Keyboard,3,41.18,123.54,87.45,36.09
SO-2404-10557,2024-04-03,Midwest,MN,Minneapolis,Online,Corporate,Office Supplies,Binders,2,9.88,19.76,11.5,8.26
SO-2406-10558,2024-06-22,South,TN,Nashville,Online,Small Business,Technology,Laptop Stand,4,28.09,112.36,77.85,34.51
SO-2412-10559,2024-12-09,West,CA,Los Angeles,Partner,Small Business,Technology,Monitor,2,199.49,398.98,302.41,96.57
SO-2405-10560,2024-05-20,Midwest,MI,Detroit,In-Store,Small Business,Office Supplies,Binders,5,11.02,55.1,33.33,21.77
SO-2511-10561,2025-11-09,South,FL,Miami,Online,Small Business,Office Supplies,Stapler,3,11.13,33.39,22.86,10.53
SO-2501-10562,2025-01-18,West,AZ,Phoenix,Partner,Consumer,Technology,Monitor,5,165.56,827.8,564.81,262.99
SO-2407-10563,2024-07-21,South,TN,Nashville,Partner,Consumer,Office Supplies,Binders,3,10.54,31.62,20.6,11.02
SO-2406-10564,2024-06-24,South,AL,Birmingham,Partner,Small Business,Furniture,Standing Desk,1,278.28,278.28,190.4,87.88
SO-2411-10565,2024-11-04,Midwest,MI,Detroit,Partner,Consumer,Furniture,Standing Desk,1,319.48,319.48,200.17,119.31
SO-2406-10566,2024-06-17,Northeast,NJ,Newark,Online,Small Business,Furniture,Bookshelf,3,91.79,275.37,180.71,94.66
SO-2403-10567,2024-03-12,South,GA,Atlanta,Online,Small Business,Furniture,Desk Chair,1,133.58,133.58,80.83,52.75
SO-2407-10568,2024-07-05,South,GA,Atlanta,Online,Corporate,Furniture,Standing Desk,2,294.59,589.18,395.08,194.1
SO-2402-10569,2024-02-21,Midwest,IL,Chicago,Online,Small Business,Office Supplies,Binders,3,9.61,28.83,19.79,9.04
SO-2410-10570,2024-10-14,Midwest,MI,Detroit,Partner,Consumer,Technology,Mouse,3,22.21,66.63,45.26,21.37
SO-2405-10571,2024-05-26,South,FL,Miami,In-Store,Small Business,Office Supplies,Binders,1,8.77,8.77,6.04,2.73
SO-2506-10572,2025-06-06,West,CO,Denver,Online,Consumer,Technology,Keyboard,1,45.26,45.26,29.36,15.9
SO-2412-10573,2024-12-22,Midwest,MN,Minneapolis,Partner,Corporate,Office Supplies,Pens,3,3.94,11.82,7.28,4.54
SO-2406-10574,2024-06-09,South,FL,Miami,Partner,Consumer,Technology,Keyboard,1,35.91,35.91,27.44,8.47
SO-2404-10575,2024-04-06,West,WA,Seattle,In-Store,Corporate,Technology,Keyboard,2,43.43,86.86,63.41,23.45
SO-2401-10576,2024-01-02,Midwest,IL,Chicago,In-Store,Corporate,Technology,Monitor,1,173.34,173.34,110.8,62.54
SO-2504-10577,2025-04-23,Northeast,MA,Boston,In-Store,Small Business,Furniture,Standing Desk,3,281.28,843.84,586.71,257.13
SO-2503-10578,2025-03-20,West,WA,Seattle,In-Store,Corporate,Office Supplies,Pens,4,4.37,17.48,10.95,6.53
SO-2505-10579,2025-05-12,Northeast,NY,New York,Online,Consumer,Office Supplies,Pens,1,4.03,4.03,2.57,1.46
SO-2508-10580,2025-08-31,Northeast,NJ,Newark,Online,Small Business,Office Supplies,Paper,3,7.07,21.21,12.36,8.85
SO-2406-10581,2024-06-06,Northeast,PA,Philadelphia,In-Store,Small Business,Technology,Mouse,2,19.87,39.74,28.45,11.29
SO-2409-10582,2024-09-26,South,GA,Atlanta,In-Store,Consumer,Furniture,Desk Chair,3,118.19,354.57,255.89,98.68
SO-2408-10583,2024-08-16,Midwest,IL,Chicago,Online,Consumer,Technology,Laptop Stand,5,27.5,137.5,104.24,33.26
SO-2502-10584,2025-02-01,Midwest,IL,Chicago,In-Store,Small Business,Technology,Laptop Stand,2,32.51,65.02,41.46,23.56
SO-2503-10585,2025-03-23,West,WA,Seattle,Partner,Small Business,Technology,Laptop Stand,2,26.15,52.3,36.2,16.1
SO-2408-10586,2024-08-08,West,AZ,Phoenix,In-Store,Small Business,Office Supplies,Stapler,6,14.57,87.42,58.84,28.58
SO-2505-10587,2025-05-14,Northeast,NY,New York,Partner,Consumer,Office Supplies,Binders,2,11.19,22.38,13.76,8.62
SO-2502-10588,2025-02-06,Northeast,NJ,Newark,Partner,Consumer,Office Supplies,Binders,5,9.79,48.95,31.59,17.36
SO-2402-10589,2024-02-19,Midwest,IL,Chicago,Partner,Consumer,Technology,Laptop Stand,1,31.97,31.97,20.51,11.46
SO-2510-10590,2025-10-19,Midwest,IL,Chicago,Online,Corporate,Technology,Monitor,1,195.95,195.95,123.3,72.65
SO-2404-10591,2024-04-30,South,FL,Miami,Partner,Corporate,Furniture,Standing Desk,3,310.44,931.32,681.89,249.43
SO-2505-10592,2025-05-06,Midwest,MN,Minneapolis,Partner,Small Business,Technology,Laptop Stand,5,26.45,132.25,88.4,43.85
SO-2407-10593,2024-07-26,West,CO,Denver,Online,Corporate,Furniture,Bookshelf,4,99.01,396.04,247.38,148.66
SO-2408-10594,2024-08-31,West,AZ,Phoenix,Online,Small Business,Technology,Keyboard,1,41.23,41.23,25.84,15.39
SO-2503-10595,2025-03-26,South,TN,Nashville,Partner,Consumer,Office Supplies,Paper,1,7.23,7.23,4.7,2.53
SO-2504-10596,2025-04-29,South,GA,Atlanta,Online,Consumer,Technology,Monitor,4,180.32,721.28,538.01,183.27
SO-2403-10597,2024-03-13,South,AL,Birmingham,Online,Corporate,Furniture,Standing Desk,2,312.44,624.88,426.63,198.25
SO-2507-10598,2025-07-10,West,CO,Denver,Partner,Corporate,Technology,Keyboard,2,37.74,75.48,52.94,22.54
SO-2410-10599,2024-10-11,Midwest,IL,Chicago,Partner,Corporate,Office Supplies,Paper,5,6.84,34.2,21.75,12.45
SO-2510-10600,2025-10-15,Midwest,OH,Columbus,Partner,Small Business,Furniture,Filing Cabinet,1,137.02,137.02,92.29,44.73
SO-2410-10601,2024-10-25,South,GA,Atlanta,Partner,Corporate,Furniture,Filing Cabinet,4,152.33,609.32,439.64,169.68
SO-2504-10602,2025-04-21,Midwest,OH,Columbus,In-Store,Small Business,Technology,Monitor,1,185.12,185.12,119.1,66.02
SO-2406-10603,2024-06-28,Northeast,MA,Boston,In-Store,Corporate,Furniture,Standing Desk,1,327.86,327.86,238.28,89.58
SO-2505-10604,2025-05-02,Northeast,NJ,Newark,Partner,Small Business,Technology,Keyboard,1,42.55,42.55,30.59,11.96
SO-2510-10605,2025-10-27,West,CA,Los Angeles,In-Store,Corporate,Office Supplies,Stapler,3,12.57,37.71,23.14,14.57
SO-2504-10606,2025-04-21,West,CO,Denver,Online,Consumer,Office Supplies,Stapler,1,14.74,14.74,10.24,4.5
SO-2505-10607,2025-05-01,Northeast,NY,New York,In-Store,Corporate,Furniture,Standing Desk,4,329.99,1319.96,942.27,377.69
SO-2412-10608,2024-12-10,Midwest,OH,Columbus,Online,Small Business,Furniture,Standing Desk,3,270.32,810.96,499.59,311.37
SO-2403-10609,2024-03-25,Northeast,MA,Boston,In-Store,Consumer,Furniture,Standing Desk,2,343.12,686.24,431.69,254.55
SO-2401-10610,2024-01-01,West,CA,Los Angeles,Online,Consumer,Technology,Keyboard,2,38.55,77.1,58.22,18.88
SO-2404-10611,2024-04-02,West,AZ,Phoenix,Online,Corporate,Office Supplies,Paper,3,7.19,21.57,13.36,8.21
SO-2508-10612,2025-08-28,Midwest,OH,Columbus,Online,Small Business,Office Supplies,Binders,5,10.21,51.05,28.32,22.73
SO-2404-10613,2024-04-02,West,WA,Seattle,Partner,Small Business,Technology,Keyboard,4,44.73,178.92,118.49,60.43
SO-2404-10614,2024-04-14,Midwest,MN,Minneapolis,Online,Corporate,Office Supplies,Binders,3,10.19,30.57,18.31,12.26
SO-2508-10615,2025-08-03,Midwest,MI,Detroit,In-Store,Consumer,Furniture,Bookshelf,4,101.8,407.2,268.14,139.06
SO-2412-10616,2024-12-07,Northeast,NY,New York,Partner,Corporate,Office Supplies,Pens,2,4.1,8.2,4.77,3.43
SO-2402-10617,2024-02-01,West,CA,Los Angeles,Online,Corporate,Furniture,Standing Desk,3,328.21,984.63,582.34,402.29
SO-2411-10618,2024-11-08,West,CA,Los Angeles,Partner,Corporate,Technology,Keyboard,5,44.19,220.95,155.89,65.06
SO-2412-10619,2024-12-09,West,CO,Denver,Online,Consumer,Office Supplies,Paper,5,6.62,33.1,21.22,11.88
SO-2508-10620,2025-08-17,South,GA,Atlanta,In-Store,Consumer,Technology,Laptop Stand,2,31.77,63.54,47.7,15.84
SO-2511-10621,2025-11-05,West,AZ,Phoenix,Online,Corporate,Technology,Mouse,3,19.99,59.97,37.1,22.87
SO-2503-10622,2025-03-07,West,CA,Los Angeles,Partner,Small Business,Office Supplies,Stapler,3,14.44,43.32,30.24,13.08
SO-2509-10623,2025-09-09,Midwest,IL,Chicago,Partner,Consumer,Technology,Keyboard,2,38.21,76.42,47.28,29.14
SO-2511-10624,2025-11-06,Midwest,MI,Detroit,Online,Corporate,Furniture,Standing Desk,2,338.54,677.08,457.86,219.22
SO-2511-10625,2025-11-13,West,WA,Seattle,Online,Consumer,Furniture,Filing Cabinet,3,150.58,451.74,284.24,167.5
SO-2408-10626,2024-08-19,Midwest,IL,Chicago,Partner,Small Business,Office Supplies,Paper,2,7.85,15.7,9.02,6.68
SO-2504-10627,2025-04-04,Midwest,OH,Columbus,Online,Small Business,Office Supplies,Pens,3,4.41,13.23,9.04,4.19
SO-2401-10628,2024-01-01,Midwest,MI,Detroit,In-Store,Small Business,Office Supplies,Binders,4,10.88,43.52,24.28,19.24
SO-2508-10629,2025-08-17,South,FL,Miami,Online,Corporate,Technology,Mouse,3,17.93,53.79,35.21,18.58
SO-2402-10630,2024-02-25,Northeast,NJ,Newark,In-Store,Consumer,Office Supplies,Pens,1,5.01,5.01,2.87,2.14
