Order ID,Order Date,Region,State,City,Channel,Segment,Category,Product,Units,Unit Price,Revenue,Cost,Profit
SO-2408-10385,2024-08-16,NORTHEAST,MA,Boston,Online,Consumer,Furniture,Standing Desk,3,$280.34,$841.02,$589.75,$251.27
SO-2502-10386,"Feb 03, 2025",Midwest,MN,Minneapolis,Partner,SMALL BUSINESS,Technology,Mouse,3,$22.72,$68.16,$41.99,$26.17
SO-2403-10387,"Mar 14, 2024",West,WA,Seattle,PARTNER,Corporate,Furniture,Desk Chair,6,$141.85,$851.10,$636.34,$214.76
SO-2407-10388,2024-07-17,Northeast,NJ,Newark,Online,Small Business,Technology,LAPTOP STAND,3,$27.21,$81.63,$50.62,$31.01
SO-2410-10389,"Oct 30, 2024",South,TN,Nashville,Partner, Consumer ,Office Supplies,PENS,5,$4.86,$24.30,$14.10,$10.20
SO-2507-10390,"Jul 04, 2025",South,GA,Atlanta,In-Store,Small Business,Technology,Keyboard,1,$39.01,$39.01,$27.91,$11.10
SO-2412-10391,12/29/2024,MIDWEST,OH,Columbus,In-Store,Consumer,Furniture,Bookshelf,2,$103.26,$206.52,$125.93,$80.59
SO-2403-10392,"Mar 25, 2024",West,CA,,In-Store,Corporate,Technology,Mouse,2,$22.14,$44.28,$33.62,$10.66
SO-2407-10393,2024-07-16,West,WA,Seattle,Partner,CORPORATE,Office Supplies,Binders,1,$10.01,$10.01,$5.82,$4.19
SO-2501-10394,2025-01-23,WEST,CO,Denver,Online,Consumer,Office Supplies,Stapler,2,$11.56,$23.12,$12.76,$10.36
SO-2510-10395,"Oct 01, 2025",South,TN,Nashville,Partner,Corporate,Office Supplies, Pens ,1,$5.01,$5.01,$3.16,$1.85
SO-2405-10396,2024-05-09, West ,WA,Seattle,Online,Corporate,Office Supplies, Pens ,2,$4.09,$8.18,$4.93,$3.25
SO-2409-10397,"Sep 02, 2024",West,CO,Denver,Partner,SMALL BUSINESS,Office Supplies,Paper,3,$7.75,$23.25,$13.38,$9.87
SO-2408-10398,08/22/2024,West,CO,,ONLINE,Corporate,Furniture,Standing Desk,1,$265.65,$265.65,$185.68,$79.97
SO-2502-10399,02/15/2025,Northeast,NY,New York,Online,Consumer,Office Supplies, Paper ,1,$7.85,$7.85,$4.55,$3.30
SO-2512-10400,12/28/2025,South,TN,Nashville,Online,Consumer,Technology,Mouse,4,$17.91,$71.64,$52.75,$18.89
SO-2401-10401,"Jan 03, 2024", Northeast ,MA,Boston,Online,CONSUMER,FURNITURE,Bookshelf,2,$79.35,$158.70,$116.77,$41.93
SO-2507-10402,2025-07-27,South,GA,Atlanta,Partner,Consumer,Furniture,Desk Chair,3,$136.29,$408.87,$283.76,$125.11
SO-2404-10403,"Apr 23, 2024",South,AL,Birmingham,Partner,Consumer,Furniture,Filing Cabinet,6,$146.01,$876.06,$608.16,$267.90
SO-2411-10404,11/05/2024,Midwest,IL,Chicago, In-Store ,Corporate,Office Supplies,Pens,5,$4.96,$24.80,$16.80,$8.00
SO-2512-10405,12/10/2025,Northeast,NJ,Newark,Partner,Consumer,Furniture,Bookshelf,3,$97.25,$291.75,$174.85,$116.90
SO-2403-10406,03/01/2024,West,CO,Denver,PARTNER,Small Business,Technology,Keyboard,3,$44.99,$134.97,$100.33,$34.64
SO-2409-10407,09/15/2024,South,AL,Birmingham,In-Store,Corporate,Technology,Mouse,4,$18.07,$72.28,$49.12,$23.16
SO-2504-10408,"Apr 29, 2025",South,FL,Miami,Partner,Corporate,Technology,Mouse,1,$17.96,$17.96,$13.84,$4.12
SO-2412-10409,"Dec 02, 2024",Midwest,OH,Columbus,Online, Consumer , Office Supplies ,Stapler,1,$13.14,$13.14,$7.90,$5.24
SO-2501-10410,"Jan 10, 2025",Midwest,IL,Chicago,Online,Small Business,Furniture,Standing Desk,5,$264.43,"$1,322.15",$907.77,$414.38
SO-2502-10411,"Feb 21, 2025",South,TN,Nashville,Partner,Small Business,Office Supplies,Pens,4,$4.53,$18.12,$11.73,$6.39
SO-2405-10412,"May 01, 2024",South,AL,Birmingham,Online,Small Business, Office Supplies ,Binders,1,$10.75,$10.75,$7.34,$3.41
SO-2512-10413,"Dec 08, 2025",WEST,WA,Seattle,Online,,Furniture,Bookshelf,1,$96.82,$96.82,$56.61,$40.21
SO-2403-10414,"Mar 09, 2024",Midwest,OH,Columbus,Partner,Consumer,Furniture,Desk Chair,6,$133.81,$802.86,$474.39,$328.47
SO-2410-10415,10/07/2024,South,FL,Miami,In-Store,Consumer,Office Supplies,Pens,3,$4.57,$13.71,$9.03,$4.68
SO-2404-10416,04/07/2024,South,FL,Miami,In-Store,,Technology,Laptop Stand,2,$29.17,$58.34,$39.68,$18.66
SO-2511-10417,11/17/2025,Midwest,OH,Columbus,In-Store,Corporate,Office Supplies,Stapler,4,$14.27,$57.08,$33.33,$23.75
SO-2407-10418,"Jul 03, 2024",South,AL,Birmingham,Online,Consumer,Office Supplies,Paper,3,$6.27,$18.81,$12.21,$6.60
SO-2410-10419,2024-10-29,West,CA,Los Angeles,Online,CORPORATE,Office Supplies,Stapler,4,$12.03,$48.12,$27.11,$21.01
SO-2506-10420,2025-06-19,Northeast,PA,Philadelphia,Partner,Consumer,Technology,Keyboard,6,$35.65,$213.90,$138.03,$75.87
SO-2501-10421,01/28/2025,Northeast,MA,Boston,In-Store,Consumer,Technology,Laptop Stand,3,$33.88,$101.64,$72.85,$28.79
SO-2504-10422,"Apr 28, 2025",West,AZ,Phoenix,In-Store,Corporate,Office Supplies,Paper,2,,$12.30,$7.46,$4.84
SO-2408-10423,"Aug 24, 2024",South,GA,Atlanta,In-Store,Corporate,Technology,Laptop Stand,4,$26.33,$105.32,$72.28,$33.04
SO-2402-10424,2024-02-28,South,GA,Atlanta,Online,Small Business,Office Supplies,Paper,4,$6.50,$26.00,$16.03,$9.97
SO-2404-10425,2024-04-22,Northeast,NJ,Newark,Online,Corporate,Furniture,Standing Desk,3,$305.65,$916.95,$665.57,$251.38
SO-2504-10426,04/24/2025,South,AL,Birmingham,In-Store, Small Business ,Furniture,Standing Desk,2,$300.93,$601.86,$397.92,$203.94
SO-2512-10427,2025-12-21,Northeast,NY,New York,In-Store,Corporate,Technology,Monitor,6,$158.28,$949.68,$704.69,$244.99
SO-2512-10428,"Dec 04, 2025",Midwest,OH,Columbus,Partner,CONSUMER, Furniture ,DESK CHAIR,5,$134.96,$674.80,$465.21,$209.59
SO-2402-10429,02/12/2024,Northeast,NJ,Newark,In-Store,Small Business,Furniture,Standing Desk,1,$313.59,$313.59,$232.29,$81.30
SO-2503-10430,"Mar 25, 2025",Northeast,MA,Boston,Online,Consumer,Office Supplies,Stapler,3,$14.55,$43.65,$24.54,$19.11
SO-2505-10431,"May 10, 2025",Midwest,MI,Detroit,Online,Consumer,Furniture,Standing Desk,1,$339.54,$339.54,$197.66,$141.88
SO-2504-10432,2025-04-26,West,AZ,Phoenix,Online,Corporate,Furniture,FILING CABINET,2,$168.27,$336.54,$206.20,$130.34
SO-2508-10433,2025-08-05,West,AZ,Phoenix,In-Store,CONSUMER,Office Supplies,Binders,2,$8.59,$17.18,$9.91,$7.27
SO-2409-10434,2024-09-24,Northeast,NY,New York,Online,Small Business,Office Supplies,Binders,4,$10.31,$41.24,$25.62,$15.62
SO-2402-10435,"Feb 28, 2024",South,FL,Miami,Online,Consumer,Technology,KEYBOARD,4,$44.91,$179.64,$112.16,$67.48
SO-2406-10436,"Jun 03, 2024",West,WA,Seattle,Partner,Corporate,Office Supplies, Stapler ,4,$14.12,$56.48,$33.21,$23.27
SO-2410-10437,"Oct 22, 2024",West,CA,Los Angeles,Online,Consumer,Office Supplies,Stapler,4,$14.61,$58.44,$33.05,$25.39
SO-2404-10438,2024-04-29,West,CA,Los Angeles,In-Store,Consumer,Furniture,Filing Cabinet,5,$176.73,$883.65,$589.55,$294.10
SO-2512-10439,"Dec 09, 2025",WEST,AZ,Phoenix,In-Store,Small Business,Furniture,Standing Desk,3,$294.23,$882.69,$569.28,$313.41
SO-2504-10440,04/28/2025,Northeast,NJ,Newark, Online ,Small Business,Technology,Monitor,2,$189.57,$379.14,$278.07,$101.07
SO-2504-10441,2025-04-21,Midwest,IL,Chicago,In-Store,Consumer,Technology,Laptop Stand,3,$28.55,$85.65,$66.13,$19.52
SO-2512-10442,"Dec 26, 2025",West,CA,Los Angeles,In-Store,Corporate,Office Supplies,Stapler,3,,$37.80,$21.55,$16.25
SO-2502-10443,2025-02-19, West ,AZ,Phoenix,Partner,Corporate,Office Supplies,Pens,2,,$9.36,$6.38,$2.98
SO-2503-10444,2025-03-23,South,TN,Nashville,In-Store,CONSUMER,Furniture,Filing Cabinet,2,$181.22,$362.44,$253.62,$108.82
SO-2507-10445,2025-07-17,WEST,CA,Los Angeles,Partner,Consumer,Furniture, Standing Desk ,3,$290.45,$871.35,$548.66,$322.69
SO-2511-10446,11/12/2025,NORTHEAST,MA,Boston,Partner,Consumer,Technology,MONITOR,3,$188.02,$564.06,$345.01,$219.05
SO-2406-10447,"Jun 26, 2024",Northeast,NY,New York,Online,,Furniture,FILING CABINET,1,$170.82,$170.82,$99.21,$71.61
SO-2401-10448,"Jan 25, 2024",Northeast,NY,New York,Online,Consumer,Office Supplies,Pens,1,$4.05,$4.05,$2.77,$1.28
SO-2505-10449,05/05/2025,South,AL,Birmingham,In-Store,Corporate,Office Supplies,Stapler,1,$12.35,$12.35,$7.76,$4.59
SO-2405-10450,2024-05-14,South,GA,Atlanta, Partner ,Corporate,Technology,Keyboard,1,$37.18,$37.18,$22.66,$14.52
SO-2512-10451,2025-12-10,Midwest,MN,,In-Store,Corporate,Office Supplies,Pens,2,$4.63,$9.26,$6.47,$2.79
SO-2407-10452,07/14/2024,Midwest,IL,Chicago,Partner,Corporate,Office Supplies,Binders,2,$10.88,$21.76,$14.59,$7.17
SO-2508-10453,2025-08-19,West,WA,Seattle,Online, Consumer ,Furniture,Desk Chair,2,$142.66,$285.32,$166.12,$119.20
SO-2401-10454,2024-01-25,West,WA,Seattle,Online,,Technology,Laptop Stand,6,$30.19,$181.14,$110.55,$70.59
SO-2511-10455,"Nov 09, 2025",Midwest,OH,Columbus,In-Store, Consumer ,Furniture, Filing Cabinet ,4,$165.50,$662.00,$418.98,$243.02
SO-2411-10456,2024-11-13,Northeast,NY,New York,In-Store,Corporate,Office Supplies,Stapler,1,$14.05,$14.05,$9.47,$4.58
SO-2510-10457,"Oct 06, 2025",Midwest,IL,Chicago,Online,Corporate,Furniture,Bookshelf,2,$78.90,$157.80,$95.58,$62.22
SO-2505-10458,05/02/2025,South,AL,Birmingham,Partner,Corporate,Technology,Mouse,6,$21.70,$130.20,$98.51,$31.69
SO-2506-10459,06/09/2025,South,GA,Atlanta,Online,Corporate, Furniture ,Desk Chair,4,$134.82,$539.28,$386.45,$152.83
SO-2411-10460,"Nov 18, 2024",Midwest,MN,Minneapolis,Partner,Consumer,Furniture,Filing Cabinet,4,$172.96,$691.84,$510.36,$181.48
SO-2403-10461,2024-03-05,South,TN,Nashville,In-Store,Small Business,Office Supplies,BINDERS,2,$8.89,$17.78,$12.07,$5.71
SO-2405-10462,"May 28, 2024",South,FL,Miami,In-Store,Small Business,Furniture,Desk Chair,1,$143.73,$143.73,$96.06,$47.67
SO-2411-10463,"Nov 19, 2024",South,GA,Atlanta,ONLINE,Small Business,OFFICE SUPPLIES,Binders,2,$11.22,$22.44,$14.60,$7.84
SO-2409-10464,2024-09-05,West,WA,Seattle,In-Store,Small Business,Office Supplies,Pens,7,$4.34,$30.38,$20.39,$9.99
SO-2504-10465,"Apr 21, 2025",South,GA,Atlanta,In-Store, Small Business ,Technology,Laptop Stand,4,$29.75,$119.00,$84.34,$34.66
SO-2409-10466,09/10/2024,Northeast,MA,Boston,Online,Corporate,Furniture,Standing Desk,2,$337.38,$674.76,$450.21,$224.55
SO-2511-10467,"Nov 06, 2025",West,WA,Seattle,In-Store,Consumer,Furniture,Bookshelf,6,$84.95,$509.70,$354.77,$154.93
SO-2411-10468,11/30/2024,South,AL,Birmingham,Online,Corporate,Furniture,Bookshelf,7,$76.77,$537.39,$393.85,$143.54
SO-2401-10469,01/13/2024, Midwest ,MI,Detroit,Partner,Corporate,Technology,Monitor,6,$186.35,"$1,118.10",$728.01,$390.09
SO-2501-10470,"Jan 24, 2025",Northeast,NY,New York,IN-STORE,Corporate, Furniture ,Standing Desk,2,$322.92,$645.84,$446.60,$199.24
SO-2411-10471,11/23/2024,Northeast,MA,Boston,Online,Small Business,Furniture,Bookshelf,2,$94.60,$189.20,$115.29,$73.91
SO-2412-10472,"Dec 14, 2024",South,TN,Nashville, In-Store ,Consumer,Technology,Laptop Stand,6,$32.54,$195.24,$147.71,$47.53
SO-2509-10473,"Sep 21, 2025",South,GA,Atlanta,Online,Corporate,Office Supplies,Binders,1,$11.15,$11.15,$7.64,$3.51
SO-2508-10474,2025-08-13,South,AL,Birmingham,In-Store,Corporate,Technology,Laptop Stand,5,$28.29,$141.45,$94.50,$46.95
SO-2506-10475,2025-06-14,Midwest,MI,Detroit,Online,Corporate,Furniture,Bookshelf,2,$91.97,$183.94,$132.61,$51.33
SO-2512-10476,2025-12-13,West,CO,Denver,Online,Small Business, Office Supplies ,PENS,2,$4.10,$8.20,$4.96,$3.24
SO-2410-10477,"Oct 24, 2024",South,TN,Nashville,Partner,Small Business,Furniture,Filing Cabinet,4,$137.13,$548.52,$335.28,$213.24
SO-2501-10478,"Jan 24, 2025",Midwest,IL,Chicago,Partner,Small Business,Office Supplies,Paper,6,$6.40,$38.40,$26.21,$12.19
SO-2507-10479,"Jul 13, 2025",South,TN,Nashville,Partner,Consumer,Office Supplies,Binders,3,$9.40,$28.20,$16.90,$11.30
SO-2508-10480,2025-08-05,Northeast,NJ,Newark,In-Store,Consumer,Furniture, Standing Desk ,2,,$542.98,$385.04,$157.94
SO-2408-10481,"Aug 08, 2024", South ,AL,,Partner,Corporate,Furniture,Desk Chair,5,$145.64,$728.20,$510.56,$217.64
SO-2409-10482,2024-09-22,Northeast,MA,Boston,Partner,Corporate,OFFICE SUPPLIES,Pens,3,$4.67,$14.01,$9.39,$4.62
SO-2406-10483,"Jun 18, 2024",Northeast,NJ,Newark, Partner ,Consumer,Office Supplies,Stapler,7,$11.25,$78.75,$52.45,$26.30
SO-2404-10484,2024-04-22,Midwest,OH,Columbus,Partner,Corporate,Furniture,Standing Desk,3,$275.88,$827.64,$617.36,$210.28
SO-2507-10485,"Jul 26, 2025",Northeast,PA,Philadelphia,Partner,Corporate,Technology,Mouse,3,$19.92,$59.76,$45.21,$14.55
SO-2409-10486,"Sep 08, 2024",Northeast,PA,Philadelphia,Online,Consumer,Technology,Keyboard,2,$41.65,$83.30,$55.02,$28.28
SO-2407-10487,"Jul 16, 2024",Northeast,NJ,Newark,Partner, Corporate ,Technology,Laptop Stand,2,$28.22,$56.44,$36.08,$20.36
SO-2410-10488,"Oct 10, 2024",SOUTH,FL,Miami,In-Store,Small Business,Office Supplies,Stapler,3,$12.91,$38.73,$23.86,$14.87
SO-2403-10489,"Mar 12, 2024",Northeast,NJ,Newark, In-Store , Consumer ,Furniture,Standing Desk,1,$300.01,$300.01,$193.56,$106.45
SO-2508-10490,2025-08-09,Midwest,MN,Minneapolis,Partner,Consumer,Technology,Monitor,2,$191.06,$382.12,$273.67,$108.45
SO-2401-10491,2024-01-05,South,TN,Nashville,Partner,Consumer,Technology,Laptop Stand,2,,$68.12,$42.79,$25.33
SO-2407-10492,"Jul 05, 2024",Midwest,MN,Minneapolis,In-Store,Consumer,Technology,Keyboard,1,$38.07,$38.07,$26.61,$11.46
SO-2401-10493,01/21/2024,Northeast,NY,New York,In-Store,Small Business,Furniture,Bookshelf,3,$98.27,$294.81,$197.12,$97.69
SO-2401-10494,"Jan 18, 2024",Midwest,MN,Minneapolis,In-Store,Corporate,Office Supplies,Binders,2,$9.25,$18.50,$11.87,$6.63
SO-2512-10495,12/07/2025,South,FL,Miami,In-Store,Consumer,Furniture,Desk Chair,1,$121.25,$121.25,$73.63,$47.62
SO-2503-10496,03/23/2025,South,AL,Birmingham,In-Store,Consumer,OFFICE SUPPLIES,Paper,3,$7.49,$22.47,$12.83,$9.64
SO-2505-10497,2025-05-23,South,AL,Birmingham,Partner,Corporate,Furniture,Desk Chair,3,$140.63,$421.89,$247.56,$174.33
SO-2405-10498,05/07/2024,West,CA,Los Angeles,Online,Consumer,Furniture,Standing Desk,3,$308.72,$926.16,$545.98,$380.18
SO-2407-10499,07/21/2024,Midwest,OH,Columbus,IN-STORE,Consumer,Office Supplies,Stapler,2,$11.67,$23.34,$13.47,$9.87
SO-2512-10500,12/23/2025,West,AZ,Phoenix,Online,Consumer,Technology,Laptop Stand,4,$27.77,$111.08,$86.13,$24.95
SO-2507-10501,2025-07-14,Northeast,MA,Boston,Partner,CONSUMER,TECHNOLOGY,Mouse,3,$19.66,$58.98,$45.00,$13.98
SO-2507-10502,07/28/2025, West ,CO,Denver,Partner,Consumer,Office Supplies,Binders,4,$10.47,$41.88,$26.25,$15.63
SO-2512-10503,12/19/2025,West,WA,Seattle, Partner ,CONSUMER,Furniture,Filing Cabinet,1,$143.51,$143.51,$105.75,$37.76
SO-2508-10504,08/16/2025,Midwest,MN,Minneapolis,Partner,CONSUMER,Furniture,Standing Desk,1,$306.28,$306.28,$227.62,$78.66
SO-2401-10505,01/05/2024,Midwest,MN,Minneapolis,Partner,Small Business, Office Supplies ,Binders,2,$11.47,$22.94,$13.34,$9.60
SO-2410-10506,"Oct 08, 2024",Midwest,MI,Detroit,Online,Corporate,Furniture,Bookshelf,1,$98.12,$98.12,$66.02,$32.10
SO-2401-10507,"Jan 05, 2024",South,AL,Birmingham,Online,Small Business,Technology,Mouse,6,$20.43,$122.58,$86.49,$36.09
SO-2409-10508,2024-09-19,Northeast,NY,New York,Online,Small Business,Technology,Monitor,3,,$600.96,$407.67,$193.29
SO-2410-10509,"Oct 11, 2024",West,AZ,Phoenix,In-Store,Consumer,Office Supplies,Paper,2,$6.98,$13.96,$9.19,$4.77
SO-2405-10510,"May 28, 2024",West,AZ,Phoenix,Partner,Corporate,Technology,MONITOR,3,$174.66,$523.98,$358.98,$165.00
SO-2401-10511,01/27/2024, South ,AL,Birmingham,ONLINE,,Technology,Laptop Stand,6,$33.21,$199.26,$137.72,$61.54
SO-2509-10512,"Sep 15, 2025",South,AL,Birmingham,Online,Consumer,Technology, Laptop Stand ,2,$33.37,$66.74,$43.54,$23.20
SO-2408-10513,08/17/2024,South,AL,Birmingham,In-Store,,Furniture,Bookshelf,3,$85.57,$256.71,$169.57,$87.14
SO-2503-10514,"Mar 30, 2025",SOUTH,AL,Birmingham,Online,,Office Supplies,Binders,5,$11.40,$57.00,$37.94,$19.06
SO-2407-10515,"Jul 19, 2024",West,CO,Denver,In-Store,Consumer,Technology,Mouse,1,$21.46,$21.46,$14.67,$6.79
SO-2507-10516,07/30/2025,South,FL,Miami,In-Store,Consumer,Technology,Keyboard,4,$44.97,$179.88,$123.13,$56.75
SO-2405-10517,"May 23, 2024",West,AZ,Phoenix,In-Store,Small Business,Office Supplies,Binders,1,$11.15,$11.15,$6.75,$4.40
SO-2410-10518,10/18/2024,Midwest,MI,Detroit,In-Store,Small Business,Technology,Keyboard,5,$37.76,$188.80,$120.23,$68.57
SO-2509-10519,2025-09-11,Midwest,MI,Detroit,Online,CORPORATE,Technology,Keyboard,4,$40.51,$162.04,$116.76,$45.28
SO-2511-10520,11/09/2025,Midwest,OH,Columbus,Online,Consumer,Furniture,Desk Chair,3,$126.89,$380.67,$254.11,$126.56
SO-2503-10521,"Mar 12, 2025",South,FL,Miami,Online,Corporate, Office Supplies ,Pens,8,$4.73,$37.84,$24.86,$12.98
SO-2508-10522,"Aug 09, 2025",Midwest,IL,Chicago,Online, Consumer ,Furniture,Filing Cabinet,5,$152.79,$763.95,$466.56,$297.39
SO-2501-10523,2025-01-28,Northeast,NY,New York,In-Store,Small Business,Office Supplies,Paper,3,$6.50,$19.50,$13.30,$6.20
SO-2501-10524,2025-01-07,South,GA,Atlanta,Partner,Consumer,Furniture,Filing Cabinet,1,,$141.30,$85.51,$55.79
SO-2501-10525,2025-01-13,South,GA,Atlanta, In-Store ,Small Business,Technology,Laptop Stand,2,$26.94,$53.88,$37.67,$16.21
SO-2505-10526,05/29/2025,NORTHEAST,MA,Boston,Partner,Small Business,Office Supplies,Pens,3,$4.02,$12.06,$7.70,$4.36
SO-2408-10527,"Aug 30, 2024",South,TN,Nashville,ONLINE,Consumer,Technology,Laptop Stand,2,$30.38,$60.76,$37.09,$23.67
SO-2511-10528,11/17/2025,Midwest,OH,Columbus,Online,Corporate,Office Supplies,Stapler,1,$13.34,$13.34,$8.20,$5.14
SO-2412-10529,"Dec 12, 2024",Northeast,NY,New York,Partner,Consumer,Furniture,Standing Desk,2,$272.83,$545.66,$386.47,$159.19
SO-2404-10530,"Apr 18, 2024",West,AZ,Phoenix,Partner,Small Business,Office Supplies,Stapler,5,$11.99,$59.95,$34.36,$25.59
SO-2510-10531,10/02/2025,West,WA,Seattle,Online,Corporate,FURNITURE,Desk Chair,6,$129.90,$779.40,$550.39,$229.01
SO-2408-10532,"Aug 22, 2024",South,FL,Miami,Partner,Consumer,Office Supplies,PAPER,1,$7.03,$7.03,$4.66,$2.37
SO-2502-10533,2025-02-11,West,AZ,Phoenix,Online,Consumer,Furniture,Filing Cabinet,2,$140.38,$280.76,$173.47,$107.29
SO-2408-10534,"Aug 15, 2024",West,CA,Los Angeles,Online,Corporate,Furniture,Bookshelf,3,$103.32,$309.96,$215.12,$94.84
SO-2510-10535,"Oct 05, 2025",West,CO,Denver,Online, Corporate ,Office Supplies,Pens,3,$3.93,$11.79,$6.59,$5.20
SO-2508-10536,2025-08-26,West,AZ,Phoenix,In-Store,Consumer,Office Supplies,Paper,2,,$14.70,$9.18,$5.52
SO-2402-10537,02/16/2024,Northeast,NY,New York, Partner ,Consumer,Technology,Laptop Stand,2,$26.63,$53.26,$38.64,$14.62
SO-2501-10538,"Jan 10, 2025", South ,FL,Miami,IN-STORE,Small Business,Office Supplies,Paper,2,$6.40,$12.80,$8.86,$3.94
SO-2408-10539,2024-08-28,Midwest,OH,Columbus,Partner,Consumer,Technology,Laptop Stand,3,$27.11,$81.33,$56.76,$24.57
SO-2403-10540,03/27/2024,Midwest,IL,Chicago,In-Store,Small Business,OFFICE SUPPLIES,Stapler,2,$11.40,$22.80,$13.30,$9.50
SO-2412-10541,2024-12-29,Midwest,MN,Minneapolis,Partner,Small Business,Furniture,Standing Desk,3,$282.99,$848.97,$510.64,$338.33
SO-2506-10542,"Jun 28, 2025",Northeast,PA,Philadelphia,In-Store,Corporate,Furniture,Standing Desk,8,$300.34,"$2,402.72","$1,469.32",$933.40
SO-2410-10543,2024-10-24,South,TN,Nashville,In-Store,Corporate,Technology,Laptop Stand,2,$27.73,$55.46,$38.38,$17.08
SO-2411-10544,11/09/2024,South,FL,Miami,In-Store,Corporate,Technology,Monitor,4,$192.47,$769.88,$524.57,$245.31
SO-2409-10545,09/18/2024, South ,FL,Miami,Partner,Corporate,Furniture,Standing Desk,3,$329.33,$987.99,$696.49,$291.50
SO-2511-10546,2025-11-17,South,FL,Miami,In-Store,Consumer,Furniture,Desk Chair,1,$123.82,$123.82,$84.62,$39.20
SO-2407-10547,"Jul 20, 2024",Midwest,MI,Detroit,In-Store,Corporate,Technology,Mouse,4,$21.31,$85.24,$54.00,$31.24
SO-2510-10548,10/18/2025,South,AL,Birmingham,Online,Small Business,Technology, Laptop Stand ,1,$33.30,$33.30,$22.50,$10.80
SO-2402-10549,"Feb 25, 2024",Northeast,PA,Philadelphia,In-Store,Corporate, Technology ,Mouse,1,$22.52,$22.52,$14.86,$7.66
SO-2409-10550,"Sep 18, 2024",Northeast,MA,Boston,Online, Corporate , Technology ,Mouse,6,$17.66,$105.96,$73.31,$32.65
SO-2402-10551,2024-02-05,West,WA,Seattle, Partner ,Small Business,Technology,Mouse,3,,$64.20,$42.23,$21.97
SO-2408-10552,"Aug 26, 2024",Northeast,MA,Boston,In-Store,SMALL BUSINESS,Office Supplies,Pens,1,$4.21,$4.21,$2.44,$1.77
SO-2408-10553,"Aug 31, 2024",Midwest,IL,Chicago,Online, Corporate ,Office Supplies,Binders,2,$10.04,$20.08,$13.61,$6.47
SO-2503-10554,2025-03-08,Midwest,MN,Minneapolis,Online,Corporate,Technology, Mouse ,4,$22.40,$89.60,$69.67,$19.93
SO-2505-10555,"May 05, 2025",Northeast,NJ,Newark,In-Store,Consumer,Furniture,Desk Chair,2,$130.76,$261.52,$172.55,$88.97
SO-2501-10556,"Jan 31, 2025",South,TN,Nashville,Online,Consumer,Technology,Keyboard,3,$41.18,$123.54,$87.45,$36.09
SO-2404-10557,2024-04-03,Midwest,MN,Minneapolis,Online,Corporate,Office Supplies,Binders,2,$9.88,$19.76,$11.50,$8.26
SO-2406-10558,06/22/2024,SOUTH,TN,Nashville,ONLINE,Small Business, Technology ,Laptop Stand,4,$28.09,$112.36,$77.85,$34.51
SO-2412-10559,12/09/2024,WEST,CA,Los Angeles,Partner,SMALL BUSINESS,Technology,Monitor,2,$199.49,$398.98,$302.41,$96.57
SO-2405-10560,2024-05-20,Midwest,MI,Detroit,In-Store,Small Business,Office Supplies, Binders ,5,$11.02,$55.10,$33.33,$21.77
SO-2511-10561,11/09/2025,South,FL,Miami,Online,Small Business,Office Supplies, Stapler ,3,$11.13,$33.39,$22.86,$10.53
SO-2501-10562,01/18/2025,West,AZ,Phoenix,Partner,Consumer,Technology,Monitor,5,$165.56,$827.80,$564.81,$262.99
SO-2407-10563,07/21/2024,South,TN,Nashville,Partner,CONSUMER,Office Supplies,Binders,3,$10.54,$31.62,$20.60,$11.02
SO-2406-10564,2024-06-24,South,AL,Birmingham,Partner,Small Business, Furniture ,Standing Desk,1,$278.28,$278.28,$190.40,$87.88
SO-2411-10565,11/04/2024,Midwest,MI,Detroit, Partner ,Consumer,Furniture,Standing Desk,1,$319.48,$319.48,$200.17,$119.31
SO-2406-10566,2024-06-17,Northeast,NJ,Newark,Online,,Furniture,Bookshelf,3,$91.79,$275.37,$180.71,$94.66
SO-2403-10567,03/12/2024,South,GA,Atlanta,Online,Small Business,Furniture,Desk Chair,1,$133.58,$133.58,$80.83,$52.75
SO-2407-10568,07/05/2024,South,GA,,Online,Corporate,Furniture, Standing Desk ,2,$294.59,$589.18,$395.08,$194.10
SO-2402-10569,2024-02-21,Midwest,IL,Chicago,Online,,Office Supplies, Binders ,3,$9.61,$28.83,$19.79,$9.04
SO-2410-10570,"Oct 14, 2024",Midwest,MI,Detroit, Partner ,Consumer,Technology,MOUSE,3,$22.21,$66.63,$45.26,$21.37
SO-2405-10571,05/26/2024,South,FL,Miami,In-Store,Small Business,Office Supplies,Binders,1,$8.77,$8.77,$6.04,$2.73
SO-2506-10572,06/06/2025,West,CO,Denver,Online, Consumer ,Technology,Keyboard,1,$45.26,$45.26,$29.36,$15.90
SO-2412-10573,12/22/2024,Midwest,MN,Minneapolis,Partner,Corporate,Office Supplies,Pens,3,$3.94,$11.82,$7.28,$4.54
SO-2406-10574,"Jun 09, 2024",South,FL,,Partner,Consumer,Technology,Keyboard,1,$35.91,$35.91,$27.44,$8.47
SO-2404-10575,2024-04-06,West,WA,Seattle,In-Store,Corporate,Technology,Keyboard,2,$43.43,$86.86,$63.41,$23.45
SO-2401-10576,"Jan 02, 2024",Midwest,IL,Chicago,In-Store,Corporate,Technology,Monitor,1,$173.34,$173.34,$110.80,$62.54
SO-2504-10577,04/23/2025,Northeast,MA,,In-Store,Small Business, Furniture ,Standing Desk,3,$281.28,$843.84,$586.71,$257.13
